Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2011 00:00;4256;4114
01-03-2011 01:00;4429;4272
01-03-2011 02:00;4604;4443
01-03-2011 03:00;4570;4426
01-03-2011 04:00;4458;4309
01-03-2011 05:00;4356;4227
01-03-2011 06:00;4280;4116
01-03-2011 07:00;4286;4133
01-03-2011 08:00;4231;4076
01-03-2011 09:00;4238;4068
01-03-2011 10:00;4210;4048
01-03-2011 11:00;4302;4130
01-03-2011 12:00;4637;4466
01-03-2011 13:00;4854;4667
01-03-2011 14:00;4695;4521
01-03-2011 15:00;4606;4425
01-03-2011 16:00;4414;4239
01-03-2011 17:00;4244;4084
01-03-2011 18:00;3944;3794
01-03-2011 19:00;3942;3782
01-03-2011 20:00;3885;3738
01-03-2011 21:00;3846;3692
01-03-2011 22:00;3837;3674
01-03-2011 23:00;3882;3734
02-03-2011 00:00;4188;4014
