Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2007 00:00;3750;3721
01-03-2007 01:00;3857;3832
01-03-2007 02:00;3884;3870
01-03-2007 03:00;3945;3920
01-03-2007 04:00;3856;3838
01-03-2007 05:00;3742;3730
01-03-2007 06:00;3710;3691
01-03-2007 07:00;3671;3649
01-03-2007 08:00;3762;3738
01-03-2007 09:00;3765;3745
01-03-2007 10:00;3686;3667
01-03-2007 11:00;3789;3771
01-03-2007 12:00;4048;4033
01-03-2007 13:00;4133;4105
01-03-2007 14:00;4090;4068
01-03-2007 15:00;3998;3973
01-03-2007 16:00;3740;3717
01-03-2007 17:00;3569;3538
01-03-2007 18:00;3489;3465
01-03-2007 19:00;3298;3279
01-03-2007 20:00;3260;3237
01-03-2007 21:00;3316;3301
01-03-2007 22:00;3338;3311
01-03-2007 23:00;3349;3333
02-03-2007 00:00;3711;3690
