Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-05-2015 00:00;3030;2755
01-05-2015 01:00;3320;2904
01-05-2015 02:00;3703;3142
01-05-2015 03:00;3755;3208
01-05-2015 04:00;3863;3317
01-05-2015 05:00;3867;3335
01-05-2015 06:00;3808;3260
01-05-2015 07:00;3704;3165
01-05-2015 08:00;3717;3183
01-05-2015 09:00;3565;3018
01-05-2015 10:00;3528;3019
01-05-2015 11:00;3813;3257
01-05-2015 12:00;3711;3152
01-05-2015 13:00;3844;3285
01-05-2015 14:00;3996;3442
01-05-2015 15:00;3919;3380
01-05-2015 16:00;3664;3296
01-05-2015 17:00;3369;3131
01-05-2015 18:00;3083;2836
01-05-2015 19:00;3040;2826
01-05-2015 20:00;3010;2777
01-05-2015 21:00;2971;2744
01-05-2015 22:00;3029;2803
01-05-2015 23:00;2884;2669
02-05-2015 00:00;3011;2728
