Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-04-2004 00:00;3298;3284
01-04-2004 01:00;3423;3407
01-04-2004 02:00;3550;3526
01-04-2004 03:00;3480;3453
01-04-2004 04:00;3446;3421
01-04-2004 05:00;3367;3328
01-04-2004 06:00;3321;3295
01-04-2004 07:00;3326;3305
01-04-2004 08:00;3345;3323
01-04-2004 09:00;3299;3269
01-04-2004 10:00;3200;3178
01-04-2004 11:00;3301;3274
01-04-2004 12:00;3397;3371
01-04-2004 13:00;3438;3396
01-04-2004 14:00;3664;3635
01-04-2004 15:00;3686;3654
01-04-2004 16:00;3471;3440
01-04-2004 17:00;3215;3181
01-04-2004 18:00;3094;3062
01-04-2004 19:00;3002;2968
01-04-2004 20:00;2908;2884
01-04-2004 21:00;2900;2872
01-04-2004 22:00;2899;2873
01-04-2004 23:00;3011;2982
02-04-2004 00:00;3217;3200
