Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2010 00:00;4202;4092
01-03-2010 01:00;4371;4262
01-03-2010 02:00;4447;4319
01-03-2010 03:00;4444;4308
01-03-2010 04:00;4403;4276
01-03-2010 05:00;4359;4239
01-03-2010 06:00;4340;4200
01-03-2010 07:00;4265;4133
01-03-2010 08:00;4265;4141
01-03-2010 09:00;4275;4146
01-03-2010 10:00;4253;4121
01-03-2010 11:00;4259;4147
01-03-2010 12:00;4519;4380
01-03-2010 13:00;4741;4594
01-03-2010 14:00;4769;4635
01-03-2010 15:00;4599;4444
01-03-2010 16:00;4489;4346
01-03-2010 17:00;4076;3947
01-03-2010 18:00;4015;3890
01-03-2010 19:00;3905;3779
01-03-2010 20:00;3774;3665
01-03-2010 21:00;3735;3610
01-03-2010 22:00;3749;3635
01-03-2010 23:00;3853;3726
02-03-2010 00:00;4190;4064
