Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-01-2004 00:00;3333;3307
01-01-2004 01:00;3444;3416
01-01-2004 02:00;3388;3357
01-01-2004 03:00;3410;3385
01-01-2004 04:00;3545;3519
01-01-2004 05:00;3393;3358
01-01-2004 06:00;3447;3397
01-01-2004 07:00;3411;3376
01-01-2004 08:00;3305;3277
01-01-2004 09:00;3268;3229
01-01-2004 10:00;3407;3359
01-01-2004 11:00;3668;3622
01-01-2004 12:00;3800;3765
01-01-2004 13:00;3801;3761
01-01-2004 14:00;3889;3850
01-01-2004 15:00;3776;3730
01-01-2004 16:00;3685;3649
01-01-2004 17:00;3575;3535
01-01-2004 18:00;3372;3346
01-01-2004 19:00;3399;3378
01-01-2004 20:00;3312;3286
01-01-2004 21:00;3283;3249
01-01-2004 22:00;3256;3231
01-01-2004 23:00;3360;3331
02-01-2004 00:00;3430;3406
