Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-04-2018 00:00;3668;3534
01-04-2018 01:00;3892;3632
01-04-2018 02:00;4330;3875
01-04-2018 03:00;4670;4017
01-04-2018 04:00;4811;4016
01-04-2018 05:00;4900;4105
01-04-2018 06:00;4811;4015
01-04-2018 07:00;4733;3935
01-04-2018 08:00;4711;3920
01-04-2018 09:00;4659;3868
01-04-2018 10:00;4751;3958
01-04-2018 11:00;4765;3969
01-04-2018 12:00;4839;4036
01-04-2018 13:00;5044;4280
01-04-2018 14:00;4936;4370
01-04-2018 15:00;4532;4170
01-04-2018 16:00;4277;4042
01-04-2018 17:00;4035;3888
01-04-2018 18:00;3830;3703
01-04-2018 19:00;3672;3555
01-04-2018 20:00;3672;3611
01-04-2018 21:00;3542;3485
01-04-2018 22:00;3660;3599
01-04-2018 23:00;3715;3655
02-04-2018 00:00;3852;3787
