Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-02-2014 00:00;4528;4293
01-02-2014 01:00;4770;4508
01-02-2014 02:00;4947;4673
01-02-2014 03:00;5151;4888
01-02-2014 04:00;5329;5055
01-02-2014 05:00;5229;4970
01-02-2014 06:00;5129;4858
01-02-2014 07:00;5023;4742
01-02-2014 08:00;4969;4716
01-02-2014 09:00;4953;4672
01-02-2014 10:00;4900;4632
01-02-2014 11:00;4904;4636
01-02-2014 12:00;4932;4676
01-02-2014 13:00;5223;4947
01-02-2014 14:00;5170;4881
01-02-2014 15:00;5111;4837
01-02-2014 16:00;4953;4683
01-02-2014 17:00;4827;4564
01-02-2014 18:00;4645;4377
01-02-2014 19:00;4517;4248
01-02-2014 20:00;4466;4223
01-02-2014 21:00;4390;4135
01-02-2014 22:00;4381;4112
01-02-2014 23:00;4408;4171
02-02-2014 00:00;4404;4152
