Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-02-2010 00:00;4461;4300
01-02-2010 01:00;4651;4499
01-02-2010 02:00;4853;4682
01-02-2010 03:00;4754;4581
01-02-2010 04:00;4727;4550
01-02-2010 05:00;4723;4547
01-02-2010 06:00;4609;4432
01-02-2010 07:00;4573;4398
01-02-2010 08:00;4508;4335
01-02-2010 09:00;4572;4457
01-02-2010 10:00;4470;4353
01-02-2010 11:00;4722;4593
01-02-2010 12:00;5007;4866
01-02-2010 13:00;4918;4782
01-02-2010 14:00;4801;4666
01-02-2010 15:00;4732;4614
01-02-2010 16:00;4519;4409
01-02-2010 17:00;4350;4225
01-02-2010 18:00;4203;4092
01-02-2010 19:00;4134;4028
01-02-2010 20:00;4097;3971
01-02-2010 21:00;3940;3839
01-02-2010 22:00;4074;3971
01-02-2010 23:00;4155;4034
02-02-2010 00:00;4507;4390
