Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-02-2019 00:00;5851;5707
01-02-2019 01:00;6222;6080
01-02-2019 02:00;6286;6144
01-02-2019 03:00;6300;6164
01-02-2019 04:00;6280;6140
01-02-2019 05:00;6210;6078
01-02-2019 06:00;6379;6093
01-02-2019 07:00;6355;6027
01-02-2019 08:00;6309;5976
01-02-2019 09:00;6224;5887
01-02-2019 10:00;6313;5981
01-02-2019 11:00;6408;6087
01-02-2019 12:00;6645;6295
01-02-2019 13:00;6466;6122
01-02-2019 14:00;6403;6059
01-02-2019 15:00;6333;6002
01-02-2019 16:00;6114;5825
01-02-2019 17:00;5980;5811
01-02-2019 18:00;5698;5562
01-02-2019 19:00;5648;5503
01-02-2019 20:00;5517;5385
01-02-2019 21:00;5429;5309
01-02-2019 22:00;5558;5428
01-02-2019 23:00;5613;5493
02-02-2019 00:00;5766;5645
