Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2004 00:00;3794;3770
01-03-2004 01:00;3912;3895
01-03-2004 02:00;3917;3892
01-03-2004 03:00;4032;3995
01-03-2004 04:00;3975;3952
01-03-2004 05:00;3811;3766
01-03-2004 06:00;3772;3737
01-03-2004 07:00;3766;3741
01-03-2004 08:00;3759;3742
01-03-2004 09:00;3772;3755
01-03-2004 10:00;3791;3760
01-03-2004 11:00;3838;3809
01-03-2004 12:00;4136;4089
01-03-2004 13:00;4230;4187
01-03-2004 14:00;4212;4174
01-03-2004 15:00;4104;4061
01-03-2004 16:00;3879;3851
01-03-2004 17:00;3651;3616
01-03-2004 18:00;3477;3454
01-03-2004 19:00;3359;3328
01-03-2004 20:00;3387;3349
01-03-2004 21:00;3359;3318
01-03-2004 22:00;3416;3379
01-03-2004 23:00;3463;3436
02-03-2004 00:00;3802;3774
