Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-01-2014 00:00;4438;4057
01-01-2014 01:00;4427;4047
01-01-2014 02:00;4498;4102
01-01-2014 03:00;4452;4072
01-01-2014 04:00;4665;4261
01-01-2014 05:00;4655;4242
01-01-2014 06:00;4667;4264
01-01-2014 07:00;4490;4086
01-01-2014 08:00;4581;4174
01-01-2014 09:00;4504;4098
01-01-2014 10:00;4454;4043
01-01-2014 11:00;4497;4091
01-01-2014 12:00;4844;4457
01-01-2014 13:00;4920;4512
01-01-2014 14:00;4867;4461
01-01-2014 15:00;4881;4480
01-01-2014 16:00;4872;4472
01-01-2014 17:00;4827;4415
01-01-2014 18:00;4595;4208
01-01-2014 19:00;4437;4039
01-01-2014 20:00;4414;4035
01-01-2014 21:00;4309;3935
01-01-2014 22:00;4328;3936
01-01-2014 23:00;4235;3858
02-01-2014 00:00;4343;3971
