Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2009 00:00;3622;3609
01-03-2009 01:00;3678;3664
01-03-2009 02:00;3858;3841
01-03-2009 03:00;3944;3933
01-03-2009 04:00;3989;3967
01-03-2009 05:00;3879;3862
01-03-2009 06:00;3826;3803
01-03-2009 07:00;3842;3832
01-03-2009 08:00;3775;3763
01-03-2009 09:00;3740;3725
01-03-2009 10:00;3925;3915
01-03-2009 11:00;4008;3989
01-03-2009 12:00;4227;4214
01-03-2009 13:00;4304;4293
01-03-2009 14:00;4214;4186
01-03-2009 15:00;4183;4162
01-03-2009 16:00;3923;3881
01-03-2009 17:00;3712;3665
01-03-2009 18:00;3595;3549
01-03-2009 19:00;3471;3406
01-03-2009 20:00;3470;3415
01-03-2009 21:00;3414;3346
01-03-2009 22:00;3442;3377
01-03-2009 23:00;3599;3531
02-03-2009 00:00;3854;3788
