Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-01-2009 00:00;3565;3534
01-01-2009 01:00;3634;3614
01-01-2009 02:00;3633;3610
01-01-2009 03:00;3697;3675
01-01-2009 04:00;3716;3699
01-01-2009 05:00;3648;3627
01-01-2009 06:00;3727;3700
01-01-2009 07:00;3715;3699
01-01-2009 08:00;3641;3624
01-01-2009 09:00;3565;3541
01-01-2009 10:00;3671;3645
01-01-2009 11:00;4061;4038
01-01-2009 12:00;4058;4039
01-01-2009 13:00;4149;4133
01-01-2009 14:00;4032;4013
01-01-2009 15:00;4052;4034
01-01-2009 16:00;3981;3955
01-01-2009 17:00;3840;3810
01-01-2009 18:00;3628;3606
01-01-2009 19:00;3566;3542
01-01-2009 20:00;3468;3446
01-01-2009 21:00;3449;3422
01-01-2009 22:00;3552;3528
01-01-2009 23:00;3596;3576
02-01-2009 00:00;3629;3604
