Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-05-2008 00:00;2827;2811
01-05-2008 01:00;2961;2948
01-05-2008 02:00;3066;3058
01-05-2008 03:00;3195;3183
01-05-2008 04:00;3248;3228
01-05-2008 05:00;3169;3153
01-05-2008 06:00;3212;3198
01-05-2008 07:00;3120;3112
01-05-2008 08:00;3111;3100
01-05-2008 09:00;3055;3044
01-05-2008 10:00;3034;3015
01-05-2008 11:00;2979;2957
01-05-2008 12:00;2882;2870
01-05-2008 13:00;3029;3010
01-05-2008 14:00;3053;3046
01-05-2008 15:00;3425;3403
01-05-2008 16:00;3316;3288
01-05-2008 17:00;2928;2918
01-05-2008 18:00;2888;2869
01-05-2008 19:00;2751;2736
01-05-2008 20:00;2637;2613
01-05-2008 21:00;2642;2627
01-05-2008 22:00;2674;2666
01-05-2008 23:00;2589;2581
02-05-2008 00:00;2631;2614
