Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-06-2003 00:00;2182;2161
01-06-2003 01:00;2254;2230
01-06-2003 02:00;2361;2331
01-06-2003 03:00;2474;2437
01-06-2003 04:00;2234;2195
01-06-2003 05:00;2417;2378
01-06-2003 06:00;2401;2366
01-06-2003 07:00;2365;2324
01-06-2003 08:00;2255;2222
01-06-2003 09:00;2362;2333
01-06-2003 10:00;2369;2335
01-06-2003 11:00;2416;2379
01-06-2003 12:00;2440;2402
01-06-2003 13:00;2410;2369
01-06-2003 14:00;2499;2457
01-06-2003 15:00;2651;2614
01-06-2003 16:00;2625;2583
01-06-2003 17:00;2388;2343
01-06-2003 18:00;2190;2157
01-06-2003 19:00;2105;2081
01-06-2003 20:00;2002;1981
01-06-2003 21:00;2032;2012
01-06-2003 22:00;2084;2066
01-06-2003 23:00;2136;2117
02-06-2003 00:00;2287;2269
