Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-05-2002 00:00;2371;2360
01-05-2002 01:00;2406;2391
01-05-2002 02:00;2505;2481
01-05-2002 03:00;2619;2596
01-05-2002 04:00;2557;2533
01-05-2002 05:00;2554;2535
01-05-2002 06:00;2546;2527
01-05-2002 07:00;2503;2477
01-05-2002 08:00;2372;2359
01-05-2002 09:00;2414;2399
01-05-2002 10:00;2383;2365
01-05-2002 11:00;2406;2389
01-05-2002 12:00;2443;2424
01-05-2002 13:00;2523;2497
01-05-2002 14:00;2539;2513
01-05-2002 15:00;2766;2748
01-05-2002 16:00;2747;2718
01-05-2002 17:00;2498;2478
01-05-2002 18:00;2314;2299
01-05-2002 19:00;2253;2238
01-05-2002 20:00;2164;2153
01-05-2002 21:00;2217;2201
01-05-2002 22:00;2210;2196
01-05-2002 23:00;2217;2205
02-05-2002 00:00;2266;2253
