Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-04-2008 00:00;3315;3302
01-04-2008 01:00;3415;3415
01-04-2008 02:00;3463;3444
01-04-2008 03:00;3463;3456
01-04-2008 04:00;3410;3400
01-04-2008 05:00;3323;3310
01-04-2008 06:00;3435;3421
01-04-2008 07:00;3332;3330
01-04-2008 08:00;3199;3199
01-04-2008 09:00;3305;3306
01-04-2008 10:00;3244;3221
01-04-2008 11:00;3250;3246
01-04-2008 12:00;3311;3301
01-04-2008 13:00;3316;3306
01-04-2008 14:00;3676;3647
01-04-2008 15:00;3741;3734
01-04-2008 16:00;3535;3533
01-04-2008 17:00;3397;3367
01-04-2008 18:00;3046;3029
01-04-2008 19:00;2993;2968
01-04-2008 20:00;2944;2922
01-04-2008 21:00;2755;2749
01-04-2008 22:00;2958;2939
01-04-2008 23:00;2959;2941
02-04-2008 00:00;3125;3117
