Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-05-2014 00:00;2921;2630
01-05-2014 01:00;3050;2636
01-05-2014 02:00;3316;2797
01-05-2014 03:00;3776;3149
01-05-2014 04:00;3606;2981
01-05-2014 05:00;3603;2976
01-05-2014 06:00;3650;3010
01-05-2014 07:00;3507;2890
01-05-2014 08:00;3596;2985
01-05-2014 09:00;3563;2935
01-05-2014 10:00;3541;2936
01-05-2014 11:00;3427;2816
01-05-2014 12:00;3649;3024
01-05-2014 13:00;3639;2999
01-05-2014 14:00;3690;3063
01-05-2014 15:00;4002;3376
01-05-2014 16:00;3753;3208
01-05-2014 17:00;3320;2953
01-05-2014 18:00;3012;2736
01-05-2014 19:00;2921;2627
01-05-2014 20:00;2884;2591
01-05-2014 21:00;2853;2582
01-05-2014 22:00;2772;2480
01-05-2014 23:00;2844;2567
02-05-2014 00:00;2843;2569
