Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-02-2008 00:00;4136;4110
01-02-2008 01:00;4397;4383
01-02-2008 02:00;4441;4426
01-02-2008 03:00;4626;4605
01-02-2008 04:00;4500;4483
01-02-2008 05:00;4447;4435
01-02-2008 06:00;4303;4288
01-02-2008 07:00;4214;4195
01-02-2008 08:00;4304;4292
01-02-2008 09:00;4295;4281
01-02-2008 10:00;4164;4152
01-02-2008 11:00;4371;4356
01-02-2008 12:00;4671;4655
01-02-2008 13:00;4648;4626
01-02-2008 14:00;4558;4540
01-02-2008 15:00;4472;4458
01-02-2008 16:00;4236;4221
01-02-2008 17:00;3991;3971
01-02-2008 18:00;3913;3884
01-02-2008 19:00;3808;3780
01-02-2008 20:00;3778;3758
01-02-2008 21:00;3668;3648
01-02-2008 22:00;3702;3688
01-02-2008 23:00;3685;3673
02-02-2008 00:00;3885;3871
