Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-01-2016 00:00;4377;4191
01-01-2016 01:00;4505;4181
01-01-2016 02:00;4613;4268
01-01-2016 03:00;4637;4304
01-01-2016 04:00;4879;4521
01-01-2016 05:00;4768;4430
01-01-2016 06:00;4717;4380
01-01-2016 07:00;4700;4356
01-01-2016 08:00;4704;4366
01-01-2016 09:00;4526;4209
01-01-2016 10:00;4645;4302
01-01-2016 11:00;4890;4527
01-01-2016 12:00;4979;4638
01-01-2016 13:00;4894;4541
01-01-2016 14:00;4954;4599
01-01-2016 15:00;4867;4526
01-01-2016 16:00;4770;4479
01-01-2016 17:00;4648;4452
01-01-2016 18:00;4557;4352
01-01-2016 19:00;4418;4214
01-01-2016 20:00;4288;4091
01-01-2016 21:00;4325;4141
01-01-2016 22:00;4353;4161
01-01-2016 23:00;4357;4148
02-01-2016 00:00;4408;4229
