Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2015 00:00;4271;3929
01-03-2015 01:00;4398;4058
01-03-2015 02:00;4707;4333
01-03-2015 03:00;4761;4401
01-03-2015 04:00;4712;4345
01-03-2015 05:00;4682;4345
01-03-2015 06:00;4680;4306
01-03-2015 07:00;4612;4241
01-03-2015 08:00;4576;4208
01-03-2015 09:00;4539;4169
01-03-2015 10:00;4539;4161
01-03-2015 11:00;4629;4253
01-03-2015 12:00;4947;4566
01-03-2015 13:00;5210;4823
01-03-2015 14:00;5086;4677
01-03-2015 15:00;4973;4584
01-03-2015 16:00;4911;4528
01-03-2015 17:00;4619;4351
01-03-2015 18:00;4503;4260
01-03-2015 19:00;4476;4244
01-03-2015 20:00;4447;4207
01-03-2015 21:00;4342;4097
01-03-2015 22:00;4413;4167
01-03-2015 23:00;4582;4276
02-03-2015 00:00;4919;4541
