Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-05-2013 00:00;3472;3029
01-05-2013 01:00;3669;3040
01-05-2013 02:00;3928;3288
01-05-2013 03:00;4094;3433
01-05-2013 04:00;4144;3497
01-05-2013 05:00;4191;3543
01-05-2013 06:00;4046;3449
01-05-2013 07:00;4000;3391
01-05-2013 08:00;3968;3361
01-05-2013 09:00;3906;3280
01-05-2013 10:00;3921;3318
01-05-2013 11:00;3972;3365
01-05-2013 12:00;4038;3415
01-05-2013 13:00;4042;3407
01-05-2013 14:00;4105;3477
01-05-2013 15:00;4261;3641
01-05-2013 16:00;4082;3515
01-05-2013 17:00;3728;3363
01-05-2013 18:00;3386;3032
01-05-2013 19:00;3349;3019
01-05-2013 20:00;3280;2934
01-05-2013 21:00;3231;2861
01-05-2013 22:00;3185;2830
01-05-2013 23:00;3270;2933
02-05-2013 00:00;3357;2937
