Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2018 00:00;4907;4793
01-03-2018 01:00;5241;4931
01-03-2018 02:00;5331;5001
01-03-2018 03:00;5380;5058
01-03-2018 04:00;5321;5003
01-03-2018 05:00;5257;4940
01-03-2018 06:00;5251;4939
01-03-2018 07:00;5223;4906
01-03-2018 08:00;5133;4822
01-03-2018 09:00;5132;4820
01-03-2018 10:00;5074;4757
01-03-2018 11:00;5222;4888
01-03-2018 12:00;5361;5040
01-03-2018 13:00;5489;5147
01-03-2018 14:00;5331;5006
01-03-2018 15:00;5290;4950
01-03-2018 16:00;5092;4792
01-03-2018 17:00;5037;4842
01-03-2018 18:00;4836;4630
01-03-2018 19:00;4722;4549
01-03-2018 20:00;4473;4364
01-03-2018 21:00;4575;4444
01-03-2018 22:00;4678;4550
01-03-2018 23:00;4642;4519
02-03-2018 00:00;4905;4776
