Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2005 00:00;3903;3836
01-03-2005 01:00;4200;4122
01-03-2005 02:00;4255;4165
01-03-2005 03:00;4268;4187
01-03-2005 04:00;4240;4164
01-03-2005 05:00;4124;4043
01-03-2005 06:00;3994;3923
01-03-2005 07:00;4061;3983
01-03-2005 08:00;4109;4033
01-03-2005 09:00;4078;3988
01-03-2005 10:00;4022;3938
01-03-2005 11:00;4099;4016
01-03-2005 12:00;4317;4232
01-03-2005 13:00;4586;4490
01-03-2005 14:00;4440;4356
01-03-2005 15:00;4392;4306
01-03-2005 16:00;4124;4047
01-03-2005 17:00;3936;3863
01-03-2005 18:00;3737;3674
01-03-2005 19:00;3649;3572
01-03-2005 20:00;3595;3522
01-03-2005 21:00;3582;3500
01-03-2005 22:00;3661;3588
01-03-2005 23:00;3745;3680
02-03-2005 00:00;4006;3938
