Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-01-2011 00:00;3690;3603
01-01-2011 01:00;3713;3605
01-01-2011 02:00;3778;3683
01-01-2011 03:00;3881;3789
01-01-2011 04:00;3928;3852
01-01-2011 05:00;3866;3790
01-01-2011 06:00;3868;3779
01-01-2011 07:00;3787;3691
01-01-2011 08:00;3751;3672
01-01-2011 09:00;3805;3718
01-01-2011 10:00;3836;3755
01-01-2011 11:00;4130;4032
01-01-2011 12:00;4369;4286
01-01-2011 13:00;4275;4200
01-01-2011 14:00;4360;4265
01-01-2011 15:00;4280;4195
01-01-2011 16:00;4058;3982
01-01-2011 17:00;3969;3888
01-01-2011 18:00;3967;3895
01-01-2011 19:00;3809;3744
01-01-2011 20:00;3847;3778
01-01-2011 21:00;3712;3665
01-01-2011 22:00;3756;3693
01-01-2011 23:00;3649;3568
02-01-2011 00:00;3789;3737
