Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-05-2009 00:00;2566;2455
01-05-2009 01:00;2582;2467
01-05-2009 02:00;2704;2595
01-05-2009 03:00;2894;2780
01-05-2009 04:00;2874;2749
01-05-2009 05:00;2802;2690
01-05-2009 06:00;2764;2640
01-05-2009 07:00;2694;2581
01-05-2009 08:00;2738;2620
01-05-2009 09:00;2662;2547
01-05-2009 10:00;2714;2603
01-05-2009 11:00;2707;2591
01-05-2009 12:00;2790;2685
01-05-2009 13:00;2821;2691
01-05-2009 14:00;2993;2863
01-05-2009 15:00;3095;2982
01-05-2009 16:00;3037;2910
01-05-2009 17:00;2775;2660
01-05-2009 18:00;2627;2505
01-05-2009 19:00;2467;2357
01-05-2009 20:00;2431;2333
01-05-2009 21:00;2381;2264
01-05-2009 22:00;2342;2229
01-05-2009 23:00;2356;2248
02-05-2009 00:00;2433;2331
