Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2012 00:00;4288;4158
01-03-2012 01:00;4545;4401
01-03-2012 02:00;4569;4425
01-03-2012 03:00;4646;4520
01-03-2012 04:00;4656;4492
01-03-2012 05:00;4598;4416
01-03-2012 06:00;4552;4390
01-03-2012 07:00;4437;4259
01-03-2012 08:00;4389;4174
01-03-2012 09:00;4439;4246
01-03-2012 10:00;4339;4150
01-03-2012 11:00;4398;4247
01-03-2012 12:00;4490;4338
01-03-2012 13:00;4606;4471
01-03-2012 14:00;4769;4597
01-03-2012 15:00;4699;4532
01-03-2012 16:00;4545;4397
01-03-2012 17:00;4395;4233
01-03-2012 18:00;4174;4006
01-03-2012 19:00;4049;3907
01-03-2012 20:00;4019;3873
01-03-2012 21:00;3842;3698
01-03-2012 22:00;3929;3774
01-03-2012 23:00;4048;3903
02-03-2012 00:00;4280;4128
