Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-04-2015 00:00;3820;3666
01-04-2015 01:00;3949;3798
01-04-2015 02:00;3908;3737
01-04-2015 03:00;4004;3849
01-04-2015 04:00;3926;3736
01-04-2015 05:00;3785;3628
01-04-2015 06:00;3869;3701
01-04-2015 07:00;3806;3645
01-04-2015 08:00;3634;3483
01-04-2015 09:00;3724;3569
01-04-2015 10:00;3786;3591
01-04-2015 11:00;3876;3709
01-04-2015 12:00;4044;3855
01-04-2015 13:00;4127;3936
01-04-2015 14:00;4269;4099
01-04-2015 15:00;4187;4012
01-04-2015 16:00;4029;3850
01-04-2015 17:00;3857;3662
01-04-2015 18:00;3617;3459
01-04-2015 19:00;3611;3452
01-04-2015 20:00;3516;3338
01-04-2015 21:00;3502;3341
01-04-2015 22:00;3469;3293
01-04-2015 23:00;3542;3378
02-04-2015 00:00;3662;3531
