Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-02-2012 00:00;4650;4502
01-02-2012 01:00;4886;4721
01-02-2012 02:00;5243;5087
01-02-2012 03:00;5197;5039
01-02-2012 04:00;5230;5058
01-02-2012 05:00;5162;5000
01-02-2012 06:00;4962;4812
01-02-2012 07:00;4992;4856
01-02-2012 08:00;4888;4744
01-02-2012 09:00;4851;4690
01-02-2012 10:00;4788;4626
01-02-2012 11:00;4886;4747
01-02-2012 12:00;5001;4848
01-02-2012 13:00;5289;5130
01-02-2012 14:00;5175;5022
01-02-2012 15:00;5149;4988
01-02-2012 16:00;4948;4777
01-02-2012 17:00;4664;4507
01-02-2012 18:00;4381;4230
01-02-2012 19:00;4322;4177
01-02-2012 20:00;4358;4223
01-02-2012 21:00;4422;4277
01-02-2012 22:00;4327;4181
01-02-2012 23:00;4465;4334
02-02-2012 00:00;4727;4581
