Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-01-2018 00:00;4418;4300
01-01-2018 01:00;4605;4337
01-01-2018 02:00;4688;4302
01-01-2018 03:00;4830;4420
01-01-2018 04:00;4862;4449
01-01-2018 05:00;4910;4507
01-01-2018 06:00;4895;4486
01-01-2018 07:00;4861;4450
01-01-2018 08:00;4773;4364
01-01-2018 09:00;4770;4364
01-01-2018 10:00;4825;4400
01-01-2018 11:00;5003;4592
01-01-2018 12:00;5096;4677
01-01-2018 13:00;5089;4656
01-01-2018 14:00;5011;4596
01-01-2018 15:00;5082;4661
01-01-2018 16:00;4994;4706
01-01-2018 17:00;4803;4598
01-01-2018 18:00;4784;4592
01-01-2018 19:00;4633;4510
01-01-2018 20:00;4527;4405
01-01-2018 21:00;4473;4350
01-01-2018 22:00;4478;4354
01-01-2018 23:00;4548;4429
02-01-2018 00:00;4629;4464
