Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-02-2018 00:00;5238;5092
01-02-2018 01:00;5554;5234
01-02-2018 02:00;5747;5401
01-02-2018 03:00;5740;5418
01-02-2018 04:00;5697;5368
01-02-2018 05:00;5660;5323
01-02-2018 06:00;5464;5138
01-02-2018 07:00;5368;5040
01-02-2018 08:00;5348;5033
01-02-2018 09:00;5331;5019
01-02-2018 10:00;5305;4985
01-02-2018 11:00;5469;5144
01-02-2018 12:00;5693;5355
01-02-2018 13:00;5587;5250
01-02-2018 14:00;5471;5132
01-02-2018 15:00;5445;5111
01-02-2018 16:00;5269;4973
01-02-2018 17:00;5132;4925
01-02-2018 18:00;4989;4799
01-02-2018 19:00;4897;4715
01-02-2018 20:00;4684;4570
01-02-2018 21:00;4782;4651
01-02-2018 22:00;4759;4636
01-02-2018 23:00;4868;4748
02-02-2018 00:00;5093;4969
