Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-05-2016 00:00;3165;2920
01-05-2016 01:00;3484;3102
01-05-2016 02:00;3809;3252
01-05-2016 03:00;4174;3387
01-05-2016 04:00;4296;3481
01-05-2016 05:00;4175;3369
01-05-2016 06:00;4169;3332
01-05-2016 07:00;4099;3272
01-05-2016 08:00;4011;3203
01-05-2016 09:00;4031;3209
01-05-2016 10:00;4013;3183
01-05-2016 11:00;4149;3335
01-05-2016 12:00;4217;3382
01-05-2016 13:00;4241;3403
01-05-2016 14:00;4332;3627
01-05-2016 15:00;4073;3579
01-05-2016 16:00;3731;3419
01-05-2016 17:00;3398;3217
01-05-2016 18:00;3244;3054
01-05-2016 19:00;3212;3019
01-05-2016 20:00;3129;2959
01-05-2016 21:00;3109;2929
01-05-2016 22:00;3146;2978
01-05-2016 23:00;3121;2956
02-05-2016 00:00;3222;2969
