Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2002 00:00;3197;3192
01-03-2002 01:00;3582;3572
01-03-2002 02:00;3615;3592
01-03-2002 03:00;3594;3580
01-03-2002 04:00;3568;3560
01-03-2002 05:00;3479;3471
01-03-2002 06:00;3419;3399
01-03-2002 07:00;3420;3403
01-03-2002 08:00;3435;3427
01-03-2002 09:00;3377;3364
01-03-2002 10:00;3459;3447
01-03-2002 11:00;3599;3580
01-03-2002 12:00;3800;3767
01-03-2002 13:00;4020;3971
01-03-2002 14:00;3869;3829
01-03-2002 15:00;3845;3813
01-03-2002 16:00;3607;3583
01-03-2002 17:00;3355;3345
01-03-2002 18:00;3271;3265
01-03-2002 19:00;3210;3208
01-03-2002 20:00;3149;3144
01-03-2002 21:00;3119;3114
01-03-2002 22:00;3176;3174
01-03-2002 23:00;3197;3192
02-03-2002 00:00;3358;3354
