Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-04-2017 00:00;3832;3675
01-04-2017 01:00;3986;3691
01-04-2017 02:00;4470;4009
01-04-2017 03:00;4806;4156
01-04-2017 04:00;4836;4048
01-04-2017 05:00;4703;3907
01-04-2017 06:00;4725;3922
01-04-2017 07:00;4542;3739
01-04-2017 08:00;4588;3785
01-04-2017 09:00;4557;3753
01-04-2017 10:00;4585;3773
01-04-2017 11:00;4589;3778
01-04-2017 12:00;4700;3871
01-04-2017 13:00;4825;4034
01-04-2017 14:00;4771;4159
01-04-2017 15:00;4411;4035
01-04-2017 16:00;4271;4004
01-04-2017 17:00;3956;3774
01-04-2017 18:00;3844;3678
01-04-2017 19:00;3802;3635
01-04-2017 20:00;3669;3511
01-04-2017 21:00;3583;3410
01-04-2017 22:00;3607;3444
01-04-2017 23:00;3584;3439
02-04-2017 00:00;3613;3452
