Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01.01.2002 0:00;3379;3374
01.01.2002 1:00;3427;3422
01.01.2002 2:00;3382;3376
01.01.2002 3:00;3398;3391
01.01.2002 4:00;3459;3449
01.01.2002 5:00;3475;3469
01.01.2002 6:00;3380;3374
01.01.2002 7:00;3372;3367
01.01.2002 8:00;3450;3445
01.01.2002 9:00;3471;3464
01.01.2002 10:00;3567;3555
01.01.2002 11:00;3805;3786
01.01.2002 12:00;3479;3452
01.01.2002 13:00;3874;3852
01.01.2002 14:00;3839;3816
01.01.2002 15:00;3840;3818
01.01.2002 16:00;3728;3709
01.01.2002 17:00;3611;3604
01.01.2002 18:00;3496;3490
01.01.2002 19:00;3407;3399
01.01.2002 20:00;3354;3350
01.01.2002 21:00;3281;3277
01.01.2002 22:00;3276;3269
01.01.2002 23:00;3364;3357
02.01.2002 0:00;3380;3376
