Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-04-2013 00:00;4191;3821
01-04-2013 01:00;4398;3965
01-04-2013 02:00;4549;4095
01-04-2013 03:00;4647;4096
01-04-2013 04:00;4599;4045
01-04-2013 05:00;4589;4049
01-04-2013 06:00;4546;3977
01-04-2013 07:00;4573;4021
01-04-2013 08:00;4454;3913
01-04-2013 09:00;4472;3912
01-04-2013 10:00;4416;3851
01-04-2013 11:00;4377;3835
01-04-2013 12:00;4543;3979
01-04-2013 13:00;4554;3985
01-04-2013 14:00;4778;4225
01-04-2013 15:00;4768;4291
01-04-2013 16:00;4567;4090
01-04-2013 17:00;4295;3892
01-04-2013 18:00;3970;3586
01-04-2013 19:00;3903;3534
01-04-2013 20:00;3936;3580
01-04-2013 21:00;3880;3506
01-04-2013 22:00;3761;3388
01-04-2013 23:00;3977;3618
02-04-2013 00:00;4202;3829
