Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-01-2007 00:00;3497;3468
01-01-2007 01:00;3473;3451
01-01-2007 02:00;3521;3478
01-01-2007 03:00;3573;3534
01-01-2007 04:00;3607;3575
01-01-2007 05:00;3512;3485
01-01-2007 06:00;3593;3563
01-01-2007 07:00;3529;3490
01-01-2007 08:00;3540;3493
01-01-2007 09:00;3532;3505
01-01-2007 10:00;3603;3574
01-01-2007 11:00;3838;3804
01-01-2007 12:00;3984;3943
01-01-2007 13:00;3916;3879
01-01-2007 14:00;3928;3880
01-01-2007 15:00;3927;3894
01-01-2007 16:00;3791;3742
01-01-2007 17:00;3659;3618
01-01-2007 18:00;3484;3450
01-01-2007 19:00;3413;3382
01-01-2007 20:00;3419;3388
01-01-2007 21:00;3419;3382
01-01-2007 22:00;3359;3329
01-01-2007 23:00;3433;3402
02-01-2007 00:00;3486;3457
