Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-01-2015 00:00;4453;4219
01-01-2015 01:00;4573;4340
01-01-2015 02:00;4554;4307
01-01-2015 03:00;4680;4400
01-01-2015 04:00;4885;4580
01-01-2015 05:00;4834;4522
01-01-2015 06:00;4805;4470
01-01-2015 07:00;4686;4356
01-01-2015 08:00;4670;4337
01-01-2015 09:00;4634;4298
01-01-2015 10:00;4755;4434
01-01-2015 11:00;4883;4541
01-01-2015 12:00;5125;4787
01-01-2015 13:00;5108;4774
01-01-2015 14:00;5104;4776
01-01-2015 15:00;5105;4775
01-01-2015 16:00;4944;4669
01-01-2015 17:00;4788;4518
01-01-2015 18:00;4626;4384
01-01-2015 19:00;4531;4292
01-01-2015 20:00;4448;4204
01-01-2015 21:00;4516;4256
01-01-2015 22:00;4579;4331
01-01-2015 23:00;4489;4255
02-01-2015 00:00;4525;4279
