Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-02-2016 00:00;5007;4827
01-02-2016 01:00;5306;5094
01-02-2016 02:00;5373;5151
01-02-2016 03:00;5371;5163
01-02-2016 04:00;5430;5202
01-02-2016 05:00;5328;5125
01-02-2016 06:00;5288;5100
01-02-2016 07:00;5174;4971
01-02-2016 08:00;5123;4914
01-02-2016 09:00;5089;4884
01-02-2016 10:00;5144;4948
01-02-2016 11:00;5233;5029
01-02-2016 12:00;5566;5373
01-02-2016 13:00;5468;5251
01-02-2016 14:00;5341;5134
01-02-2016 15:00;5292;5098
01-02-2016 16:00;5189;4985
01-02-2016 17:00;4949;4748
01-02-2016 18:00;4821;4644
01-02-2016 19:00;4667;4479
01-02-2016 20:00;4688;4493
01-02-2016 21:00;4688;4504
01-02-2016 22:00;4682;4498
01-02-2016 23:00;4781;4588
02-02-2016 00:00;5042;4861
