Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-03-2006 00:00;3822;3786
01-03-2006 01:00;4022;3977
01-03-2006 02:00;4056;4004
01-03-2006 03:00;4087;4027
01-03-2006 04:00;4051;3999
01-03-2006 05:00;3880;3829
01-03-2006 06:00;3753;3704
01-03-2006 07:00;3836;3787
01-03-2006 08:00;3782;3743
01-03-2006 09:00;3755;3705
01-03-2006 10:00;3713;3670
01-03-2006 11:00;3809;3760
01-03-2006 12:00;4074;4017
01-03-2006 13:00;4230;4173
01-03-2006 14:00;4217;4165
01-03-2006 15:00;4110;4048
01-03-2006 16:00;3872;3816
01-03-2006 17:00;3700;3653
01-03-2006 18:00;3517;3473
01-03-2006 19:00;3426;3360
01-03-2006 20:00;3378;3341
01-03-2006 21:00;3361;3314
01-03-2006 22:00;3411;3366
01-03-2006 23:00;3552;3512
02-03-2006 00:00;3799;3758
