Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-04-2010 00:00;3629;3510
01-04-2010 01:00;3929;3808
01-04-2010 02:00;4130;4000
01-04-2010 03:00;4132;3997
01-04-2010 04:00;4105;3997
01-04-2010 05:00;4006;3865
01-04-2010 06:00;3953;3828
01-04-2010 07:00;3907;3801
01-04-2010 08:00;3941;3811
01-04-2010 09:00;3844;3734
01-04-2010 10:00;3955;3844
01-04-2010 11:00;3971;3850
01-04-2010 12:00;3961;3842
01-04-2010 13:00;3999;3881
01-04-2010 14:00;4106;3980
01-04-2010 15:00;4180;4054
01-04-2010 16:00;3991;3871
01-04-2010 17:00;3746;3635
01-04-2010 18:00;3645;3539
01-04-2010 19:00;3406;3296
01-04-2010 20:00;3410;3301
01-04-2010 21:00;3348;3245
01-04-2010 22:00;3412;3297
01-04-2010 23:00;3449;3342
02-04-2010 00:00;3679;3579
