Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-04-2016 00:00;3846;3622
01-04-2016 01:00;4215;3890
01-04-2016 02:00;4421;3930
01-04-2016 03:00;4501;3997
01-04-2016 04:00;4505;4002
01-04-2016 05:00;4468;3979
01-04-2016 06:00;4389;3891
01-04-2016 07:00;4383;3871
01-04-2016 08:00;4421;3904
01-04-2016 09:00;4319;3816
01-04-2016 10:00;4373;3874
01-04-2016 11:00;4421;3914
01-04-2016 12:00;4516;4017
01-04-2016 13:00;4721;4205
01-04-2016 14:00;4626;4149
01-04-2016 15:00;4481;4094
01-04-2016 16:00;4198;3921
01-04-2016 17:00;3953;3784
01-04-2016 18:00;3737;3567
01-04-2016 19:00;3665;3492
01-04-2016 20:00;3542;3383
01-04-2016 21:00;3589;3444
01-04-2016 22:00;3569;3391
01-04-2016 23:00;3505;3337
02-04-2016 00:00;3624;3413
