Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-01-2013 00:00;4585;4215
01-01-2013 01:00;4588;4210
01-01-2013 02:00;4531;4171
01-01-2013 03:00;4603;4229
01-01-2013 04:00;4807;4408
01-01-2013 05:00;4815;4412
01-01-2013 06:00;4801;4418
01-01-2013 07:00;4838;4437
01-01-2013 08:00;4737;4339
01-01-2013 09:00;4695;4308
01-01-2013 10:00;4715;4316
01-01-2013 11:00;4797;4419
01-01-2013 12:00;4947;4547
01-01-2013 13:00;5122;4728
01-01-2013 14:00;5164;4764
01-01-2013 15:00;5055;4674
01-01-2013 16:00;5166;4776
01-01-2013 17:00;4877;4481
01-01-2013 18:00;4776;4392
01-01-2013 19:00;4767;4393
01-01-2013 20:00;4592;4215
01-01-2013 21:00;4557;4186
01-01-2013 22:00;4543;4165
01-01-2013 23:00;4643;4282
02-01-2013 00:00;4617;4248
