Время Мск;Генерация, МВт*ч\;Потребление, МВт*ч
01-05-2003 00:00;2433;2417
01-05-2003 01:00;2473;2453
01-05-2003 02:00;2666;2635
01-05-2003 03:00;2760;2721
01-05-2003 04:00;2779;2742
01-05-2003 05:00;2786;2749
01-05-2003 06:00;2702;2665
01-05-2003 07:00;2662;2620
01-05-2003 08:00;2601;2562
01-05-2003 09:00;2496;2466
01-05-2003 10:00;2484;2451
01-05-2003 11:00;2545;2510
01-05-2003 12:00;2617;2578
01-05-2003 13:00;2713;2670
01-05-2003 14:00;2743;2701
01-05-2003 15:00;2871;2826
01-05-2003 16:00;2779;2728
01-05-2003 17:00;2654;2611
01-05-2003 18:00;2518;2489
01-05-2003 19:00;2331;2310
01-05-2003 20:00;2349;2331
01-05-2003 21:00;2290;2272
01-05-2003 22:00;2226;2209
01-05-2003 23:00;2343;2325
02-05-2003 00:00;2333;2315
